PartNo,Description,Year,Month,Quantity,Sales Price
0601AED00170N,Brake Drum E-Rikshaw,2020,5,327,878.85
0601AED00170N,Brake Drum E-Rikshaw,2020,6,246,806.38
0601AED00170N,Brake Drum E-Rikshaw,2020,7,338,706.95
0601AED00170N,Brake Drum E-Rikshaw,2020,8,298,742.34
0601AED00170N,Brake Drum E-Rikshaw,2020,9,319,658.13
0601AED00170N,Brake Drum E-Rikshaw,2020,10,278,625.04
0601AED00170N,Brake Drum E-Rikshaw,2020,11,344,581.32
0601AED00170N,Brake Drum E-Rikshaw,2020,12,308,551.88
0601AED00170N,Brake Drum E-Rikshaw,2021,1,395,589.93
0601AED00170N,Brake Drum E-Rikshaw,2021,2,245,497.65
0601AED00170N,Brake Drum E-Rikshaw,2021,3,381,469.03
0601AED00170N,Brake Drum E-Rikshaw,2021,4,361,531.15
0601AED00170N,Brake Drum E-Rikshaw,2021,5,320,456.96
0601AED00170N,Brake Drum E-Rikshaw,2021,6,181,457.77
0601AED00170N,Brake Drum E-Rikshaw,2021,7,320,383.09
0601AED00170N,Brake Drum E-Rikshaw,2021,8,430,364.01
0601AED00170N,Brake Drum E-Rikshaw,2021,9,393,354.81
0601AED00170N,Brake Drum E-Rikshaw,2021,10,204,365.87
0601AED00170N,Brake Drum E-Rikshaw,2021,11,249,351.85
0601AED00170N,Brake Drum E-Rikshaw,2021,12,361,306.04
0601AED00170N,Brake Drum E-Rikshaw,2022,1,446,307.77
0601AED00170N,Brake Drum E-Rikshaw,2022,2,342,365.46
0601AED00170N,Brake Drum E-Rikshaw,2022,3,509,399.7
0601AED00170N,Brake Drum E-Rikshaw,2022,4,323,380.88
0601AED00170N,Brake Drum E-Rikshaw,2022,5,213,373.1
0601AED00170N,Brake Drum E-Rikshaw,2022,6,413,432.48
0601AED00170N,Brake Drum E-Rikshaw,2022,7,530,429.82
0601AED00170N,Brake Drum E-Rikshaw,2022,8,542,448.27
0601AED00170N,Brake Drum E-Rikshaw,2022,9,465,517.76
0601AED00170N,Brake Drum E-Rikshaw,2022,10,490,574.47
0601AED00170N,Brake Drum E-Rikshaw,2022,11,346,561.42
0601AED00170N,Brake Drum E-Rikshaw,2022,12,490,619.59
0601AED00170N,Brake Drum E-Rikshaw,2023,1,396,551.19
0601AED00170N,Brake Drum E-Rikshaw,2023,2,505,641.28
0601AED00170N,Brake Drum E-Rikshaw,2023,3,443,727.43
0601AED00170N,Brake Drum E-Rikshaw,2023,4,351,696.41
0601AED00170N,Brake Drum E-Rikshaw,2023,5,642,808.99
0601AED00170N,Brake Drum E-Rikshaw,2023,6,499,744.78
0601AED00170N,Brake Drum E-Rikshaw,2023,7,454,827.23
0601AED00170N,Brake Drum E-Rikshaw,2023,8,455,821.81
0601AED00170N,Brake Drum E-Rikshaw,2023,9,381,828.73
0601AED00170N,Brake Drum E-Rikshaw,2023,10,533,932.92
0601AED00170N,Brake Drum E-Rikshaw,2023,11,487,972.62
0601AED00170N,Brake Drum E-Rikshaw,2023,12,335,959.74
0601AED00170N,Brake Drum E-Rikshaw,2024,1,364,1145.1
0601AED00170N,Brake Drum E-Rikshaw,2024,2,497,1277.21
0601AED00170N,Brake Drum E-Rikshaw,2024,3,517,1394.14
0601AED00170N,Brake Drum E-Rikshaw,2024,4,434,1376.36
0601AED00170N,Brake Drum E-Rikshaw,2024,5,488,1666.85
0601AED00170N,Brake Drum E-Rikshaw,2024,6,537,1612.38
0601AED00170N,Brake Drum E-Rikshaw,2024,7,622,1727.0
0601AED00170N,Brake Drum E-Rikshaw,2024,8,739,2060.53
0601AED00170N,Brake Drum E-Rikshaw,2024,9,653,2222.29
0601AED00170N,Brake Drum E-Rikshaw,2024,10,563,2445.77
0601AED00170N,Brake Drum E-Rikshaw,2024,11,482,2227.1
0601AED00170N,Brake Drum E-Rikshaw,2024,12,500,2615.04
0801AAA00960N,Clutch Housing LCC,2020,1,90,514.42
0801AAA00960N,Clutch Housing LCC,2020,2,89,490.41
0801AAA00960N,Clutch Housing LCC,2020,3,56,483.34
0801AAA00960N,Clutch Housing LCC,2020,4,86,441.72
0801AAA00960N,Clutch Housing LCC,2020,5,63,384.24
0801AAA00960N,Clutch Housing LCC,2020,6,79,365.84
0801AAA00960N,Clutch Housing LCC,2020,7,105,346.87
0801AAA00960N,Clutch Housing LCC,2020,8,52,341.52
0801AAA00960N,Clutch Housing LCC,2020,9,90,344.42
0801AAA00960N,Clutch Housing LCC,2020,10,94,284.38
0801AAA00960N,Clutch Housing LCC,2020,11,57,298.78
0801AAA00960N,Clutch Housing LCC,2020,12,93,272.88
0801AAA00960N,Clutch Housing LCC,2021,1,60,282.4
0801AAA00960N,Clutch Housing LCC,2021,2,61,257.72
0801AAA00960N,Clutch Housing LCC,2021,3,77,232.93
0801AAA00960N,Clutch Housing LCC,2021,4,79,225.13
0801AAA00960N,Clutch Housing LCC,2021,5,54,234.42
0801AAA00960N,Clutch Housing LCC,2021,6,52,217.8
0801AAA00960N,Clutch Housing LCC,2021,7,94,183.8
0801AAA00960N,Clutch Housing LCC,2021,8,81,198.91
0801AAA00960N,Clutch Housing LCC,2021,9,105,170.11
0801AAA00960N,Clutch Housing LCC,2021,10,71,151.94
0801AAA00960N,Clutch Housing LCC,2021,11,100,166.39
0801AAA00960N,Clutch Housing LCC,2021,12,78,141.94
0801AAA00960N,Clutch Housing LCC,2022,1,88,151.87
0801AAA00960N,Clutch Housing LCC,2022,2,124,170.0
0801AAA00960N,Clutch Housing LCC,2022,3,81,156.51
0801AAA00960N,Clutch Housing LCC,2022,4,127,188.63
0801AAA00960N,Clutch Housing LCC,2022,5,131,185.93
0801AAA00960N,Clutch Housing LCC,2022,6,99,185.63
0801AAA00960N,Clutch Housing LCC,2022,7,128,229.3
0801AAA00960N,Clutch Housing LCC,2022,8,100,204.34
0801AAA00960N,Clutch Housing LCC,2022,9,82,250.06
0801AAA00960N,Clutch Housing LCC,2022,10,98,244.48
0801AAA00960N,Clutch Housing LCC,2022,11,107,258.05
0801AAA00960N,Clutch Housing LCC,2022,12,79,283.52
0801AAA00960N,Clutch Housing LCC,2023,1,133,266.34
0801AAA00960N,Clutch Housing LCC,2023,2,83,271.83
0801AAA00960N,Clutch Housing LCC,2023,3,94,339.71
0801AAA00960N,Clutch Housing LCC,2023,4,84,319.39
0801AAA00960N,Clutch Housing LCC,2023,5,139,325.03
0801AAA00960N,Clutch Housing LCC,2023,6,114,396.73
0801AAA00960N,Clutch Housing LCC,2023,7,153,351.89
0801AAA00960N,Clutch Housing LCC,2023,8,142,427.93
0801AAA00960N,Clutch Housing LCC,2023,9,110,408.41
0801AAA00960N,Clutch Housing LCC,2023,10,105,460.56
0801AAA00960N,Clutch Housing LCC,2023,11,93,494.96
0801AAA00960N,Clutch Housing LCC,2023,12,110,494.52
0801AAA00960N,Clutch Housing LCC,2024,1,135,555.45
0801AAA00960N,Clutch Housing LCC,2024,2,127,560.7
0801AAA00960N,Clutch Housing LCC,2024,3,90,615.71
0801AAA00960N,Clutch Housing LCC,2024,4,92,618.06
0801AAA00960N,Clutch Housing LCC,2024,5,100,744.71
0801AAA00960N,Clutch Housing LCC,2024,6,142,755.83
0801AAA00960N,Clutch Housing LCC,2024,7,146,797.69
0801AAA00960N,Clutch Housing LCC,2024,8,106,976.03
0801AAA00960N,Clutch Housing LCC,2024,9,156,1038.15
0801AAA00960N,Clutch Housing LCC,2024,10,118,1046.81
0801AAA00960N,Clutch Housing LCC,2024,11,140,1099.46
0801AAA00960N,Clutch Housing LCC,2024,12,103,1249.9
006017472B92,Fly Wheel 3DI,2020,1,58,4480.62
006017472B92,Fly Wheel 3DI,2020,2,123,3750.0
006017472B92,Fly Wheel 3DI,2020,3,64,3800.27
006017472B92,Fly Wheel 3DI,2020,4,61,3965.84
006017472B92,Fly Wheel 3DI,2020,5,53,3719.26
006017472B92,Fly Wheel 3DI,2020,6,119,3519.93
006017472B92,Fly Wheel 3DI,2020,7,88,3296.28
006017472B92,Fly Wheel 3DI,2020,8,101,3134.79
006017472B92,Fly Wheel 3DI,2020,9,64,2746.77
006017472B92,Fly Wheel 3DI,2020,10,96,2778.89
006017472B92,Fly Wheel 3DI,2020,11,72,2662.8
006017472B92,Fly Wheel 3DI,2020,12,98,2203.72
006017472B92,Fly Wheel 3DI,2021,1,71,2472.89
006017472B92,Fly Wheel 3DI,2021,2,80,2209.88
006017472B92,Fly Wheel 3DI,2021,3,82,2030.1
006017472B92,Fly Wheel 3DI,2021,4,98,2102.84
006017472B92,Fly Wheel 3DI,2021,5,63,1743.5
006017472B92,Fly Wheel 3DI,2021,6,87,1913.85
006017472B92,Fly Wheel 3DI,2021,7,113,1651.92
006017472B92,Fly Wheel 3DI,2021,8,96,1756.21
006017472B92,Fly Wheel 3DI,2021,9,83,1658.94
006017472B92,Fly Wheel 3DI,2021,10,101,1382.74
006017472B92,Fly Wheel 3DI,2021,11,96,1431.29
006017472B92,Fly Wheel 3DI,2021,12,110,1375.12
006017472B92,Fly Wheel 3DI,2022,1,107,1452.46
006017472B92,Fly Wheel 3DI,2022,2,106,1323.53
006017472B92,Fly Wheel 3DI,2022,3,112,1657.18
006017472B92,Fly Wheel 3DI,2022,4,96,1585.85
006017472B92,Fly Wheel 3DI,2022,5,88,1561.83
006017472B92,Fly Wheel 3DI,2022,6,188,1746.61
006017472B92,Fly Wheel 3DI,2022,7,112,1740.58
006017472B92,Fly Wheel 3DI,2022,8,85,1867.37
006017472B92,Fly Wheel 3DI,2022,9,102,2135.3
006017472B92,Fly Wheel 3DI,2022,10,70,2315.57
006017472B92,Fly Wheel 3DI,2022,11,97,2217.17
006017472B92,Fly Wheel 3DI,2022,12,93,2557.25
006017472B92,Fly Wheel 3DI,2023,1,90,2232.44
006017472B92,Fly Wheel 3DI,2023,2,112,2529.1
006017472B92,Fly Wheel 3DI,2023,3,117,2774.8
006017472B92,Fly Wheel 3DI,2023,4,136,2764.86
006017472B92,Fly Wheel 3DI,2023,5,142,3129.88
006017472B92,Fly Wheel 3DI,2023,6,95,3410.47
006017472B92,Fly Wheel 3DI,2023,7,117,3274.39
006017472B92,Fly Wheel 3DI,2023,8,125,3118.96
006017472B92,Fly Wheel 3DI,2023,9,114,3699.71
006017472B92,Fly Wheel 3DI,2023,10,93,3896.1
006017472B92,Fly Wheel 3DI,2023,11,125,3865.37
006017472B92,Fly Wheel 3DI,2023,12,169,3829.77
006017472B92,Fly Wheel 3DI,2024,1,90,4187.7
006017472B92,Fly Wheel 3DI,2024,2,113,4458.85
006017472B92,Fly Wheel 3DI,2024,3,145,5067.59
006017472B92,Fly Wheel 3DI,2024,4,144,5680.18
006017472B92,Fly Wheel 3DI,2024,5,108,6787.26
006017472B92,Fly Wheel 3DI,2024,6,104,6827.19
006017472B92,Fly Wheel 3DI,2024,7,163,7664.25
006017472B92,Fly Wheel 3DI,2024,8,172,8423.79
006017472B92,Fly Wheel 3DI,2024,9,87,8404.04
006017472B92,Fly Wheel 3DI,2024,10,117,8479.0
006017472B92,Fly Wheel 3DI,2024,11,120,9958.06
006017472B92,Fly Wheel 3DI,2024,12,147,9676.91
006029533V91,Fly Wheel 3DI E1H1,2020,1,363,3136.22
006029533V91,Fly Wheel 3DI E1H1,2020,2,248,2852.16
006029533V91,Fly Wheel 3DI E1H1,2020,3,387,3080.86
006029533V91,Fly Wheel 3DI E1H1,2020,4,385,2533.26
006029533V91,Fly Wheel 3DI E1H1,2020,5,230,2428.26
006029533V91,Fly Wheel 3DI E1H1,2020,6,400,2515.51
006029533V91,Fly Wheel 3DI E1H1,2020,7,420,2491.23
006029533V91,Fly Wheel 3DI E1H1,2020,8,420,2265.23
006029533V91,Fly Wheel 3DI E1H1,2020,9,322,2078.81
006029533V91,Fly Wheel 3DI E1H1,2020,10,279,1872.81
006029533V91,Fly Wheel 3DI E1H1,2020,11,331,1977.08
006029533V91,Fly Wheel 3DI E1H1,2020,12,344,1759.65
006029533V91,Fly Wheel 3DI E1H1,2021,1,219,1691.33
006029533V91,Fly Wheel 3DI E1H1,2021,2,376,1733.36
006029533V91,Fly Wheel 3DI E1H1,2021,3,357,1718.67
006029533V91,Fly Wheel 3DI E1H1,2021,4,419,1553.89
006029533V91,Fly Wheel 3DI E1H1,2021,5,294,1344.58
006029533V91,Fly Wheel 3DI E1H1,2021,6,266,1238.41
006029533V91,Fly Wheel 3DI E1H1,2021,7,386,1377.56
006029533V91,Fly Wheel 3DI E1H1,2021,8,325,1303.32
006029533V91,Fly Wheel 3DI E1H1,2021,9,322,1247.04
006029533V91,Fly Wheel 3DI E1H1,2021,10,424,1171.49
006029533V91,Fly Wheel 3DI E1H1,2021,11,346,934.72
006029533V91,Fly Wheel 3DI E1H1,2021,12,257,899.57
006029533V91,Fly Wheel 3DI E1H1,2022,1,586,1112.94
006029533V91,Fly Wheel 3DI E1H1,2022,2,311,1003.9
006029533V91,Fly Wheel 3DI E1H1,2022,3,613,1045.73
006029533V91,Fly Wheel 3DI E1H1,2022,4,657,1247.97
006029533V91,Fly Wheel 3DI E1H1,2022,5,580,1316.78
006029533V91,Fly Wheel 3DI E1H1,2022,6,625,1342.06
006029533V91,Fly Wheel 3DI E1H1,2022,7,379,1521.87
006029533V91,Fly Wheel 3DI E1H1,2022,8,562,1524.41
006029533V91,Fly Wheel 3DI E1H1,2022,9,330,1540.16
006029533V91,Fly Wheel 3DI E1H1,2022,10,415,1702.64
006029533V91,Fly Wheel 3DI E1H1,2022,11,558,1591.69
006029533V91,Fly Wheel 3DI E1H1,2022,12,444,1833.45
006029533V91,Fly Wheel 3DI E1H1,2023,1,302,2011.95
006029533V91,Fly Wheel 3DI E1H1,2023,2,505,2071.83
006029533V91,Fly Wheel 3DI E1H1,2023,3,582,1943.19
006029533V91,Fly Wheel 3DI E1H1,2023,4,450,2183.51
006029533V91,Fly Wheel 3DI E1H1,2023,5,364,2323.16
006029533V91,Fly Wheel 3DI E1H1,2023,6,513,2268.07
006029533V91,Fly Wheel 3DI E1H1,2023,7,555,2441.51
006029533V91,Fly Wheel 3DI E1H1,2023,8,467,2864.09
006029533V91,Fly Wheel 3DI E1H1,2023,9,508,2741.06
006029533V91,Fly Wheel 3DI E1H1,2023,10,329,2637.13
006029533V91,Fly Wheel 3DI E1H1,2023,11,500,2748.8
006029533V91,Fly Wheel 3DI E1H1,2023,12,474,3086.27
006029533V91,Fly Wheel 3DI E1H1,2024,1,556,3333.24
006029533V91,Fly Wheel 3DI E1H1,2024,2,393,3955.51
006029533V91,Fly Wheel 3DI E1H1,2024,3,657,3853.57
006029533V91,Fly Wheel 3DI E1H1,2024,4,526,4384.61
006029533V91,Fly Wheel 3DI E1H1,2024,5,696,5059.48
006029533V91,Fly Wheel 3DI E1H1,2024,6,635,5177.75
006029533V91,Fly Wheel 3DI E1H1,2024,7,594,5667.93
006029533V91,Fly Wheel 3DI E1H1,2024,8,594,5988.29
006029533V91,Fly Wheel 3DI E1H1,2024,9,652,6704.76
006029533V91,Fly Wheel 3DI E1H1,2024,10,552,6844.62
006029533V91,Fly Wheel 3DI E1H1,2024,11,595,7268.51
006029533V91,Fly Wheel 3DI E1H1,2024,12,491,7631.13
006028861V92,475/575 4DI-NCRPTO,2020,1,40,1488.36
006028861V92,475/575 4DI-NCRPTO,2020,2,38,1265.47
006028861V92,475/575 4DI-NCRPTO,2020,3,42,1372.94
006028861V92,475/575 4DI-NCRPTO,2020,4,48,1306.97
006028861V92,475/575 4DI-NCRPTO,2020,5,47,1189.21
006028861V92,475/575 4DI-NCRPTO,2020,6,34,1087.74
006028861V92,475/575 4DI-NCRPTO,2020,7,34,1029.58
006028861V92,475/575 4DI-NCRPTO,2020,8,36,1015.93
006028861V92,475/575 4DI-NCRPTO,2020,9,37,872.3
006028861V92,475/575 4DI-NCRPTO,2020,10,55,923.02
006028861V92,475/575 4DI-NCRPTO,2020,11,52,894.39
006028861V92,475/575 4DI-NCRPTO,2020,12,43,811.34
006028861V92,475/575 4DI-NCRPTO,2021,1,61,734.23
006028861V92,475/575 4DI-NCRPTO,2021,2,50,655.52
006028861V92,475/575 4DI-NCRPTO,2021,3,42,746.49
006028861V92,475/575 4DI-NCRPTO,2021,4,41,684.5
006028861V92,475/575 4DI-NCRPTO,2021,5,48,669.33
006028861V92,475/575 4DI-NCRPTO,2021,6,52,550.62
006028861V92,475/575 4DI-NCRPTO,2021,7,51,602.3
006028861V92,475/575 4DI-NCRPTO,2021,8,39,578.78
006028861V92,475/575 4DI-NCRPTO,2021,9,59,545.11
006028861V92,475/575 4DI-NCRPTO,2021,10,32,481.26
006028861V92,475/575 4DI-NCRPTO,2021,11,45,444.31
006028861V92,475/575 4DI-NCRPTO,2021,12,58,393.87
006028861V92,475/575 4DI-NCRPTO,2022,1,82,423.16
006028861V92,475/575 4DI-NCRPTO,2022,2,74,452.45
006028861V92,475/575 4DI-NCRPTO,2022,3,43,534.68
006028861V92,475/575 4DI-NCRPTO,2022,4,71,505.41
006028861V92,475/575 4DI-NCRPTO,2022,5,67,508.77
006028861V92,475/575 4DI-NCRPTO,2022,6,49,572.68
006028861V92,475/575 4DI-NCRPTO,2022,7,73,599.66
006028861V92,475/575 4DI-NCRPTO,2022,8,38,603.06
006028861V92,475/575 4DI-NCRPTO,2022,9,38,637.72
006028861V92,475/575 4DI-NCRPTO,2022,10,43,673.56
006028861V92,475/575 4DI-NCRPTO,2022,11,45,766.38
006028861V92,475/575 4DI-NCRPTO,2022,12,50,845.23
006028861V92,475/575 4DI-NCRPTO,2023,1,40,755.08
006028861V92,475/575 4DI-NCRPTO,2023,2,58,923.45
006028861V92,475/575 4DI-NCRPTO,2023,3,45,993.12
006028861V92,475/575 4DI-NCRPTO,2023,4,56,979.22
006028861V92,475/575 4DI-NCRPTO,2023,5,73,999.54
006028861V92,475/575 4DI-NCRPTO,2023,6,52,987.13
006028861V92,475/575 4DI-NCRPTO,2023,7,42,991.6
006028861V92,475/575 4DI-NCRPTO,2023,8,56,1176.99
006028861V92,475/575 4DI-NCRPTO,2023,9,67,1217.17
006028861V92,475/575 4DI-NCRPTO,2023,10,79,1287.49
006028861V92,475/575 4DI-NCRPTO,2023,11,81,1393.75
006028861V92,475/575 4DI-NCRPTO,2023,12,57,1524.69
006028861V92,475/575 4DI-NCRPTO,2024,1,83,1516.04
006028861V92,475/575 4DI-NCRPTO,2024,2,68,1544.68
006028861V92,475/575 4DI-NCRPTO,2024,3,65,1787.86
006028861V92,475/575 4DI-NCRPTO,2024,4,71,1771.65
006028861V92,475/575 4DI-NCRPTO,2024,5,92,2226.65
006028861V92,475/575 4DI-NCRPTO,2024,6,69,2427.84
006028861V92,475/575 4DI-NCRPTO,2024,7,82,2385.4
006028861V92,475/575 4DI-NCRPTO,2024,8,72,2679.03
006028861V92,475/575 4DI-NCRPTO,2024,9,80,3006.34
006028861V92,475/575 4DI-NCRPTO,2024,10,83,2830.8
006028861V92,475/575 4DI-NCRPTO,2024,11,91,3309.0
006028861V92,475/575 4DI-NCRPTO,2024,12,84,3675.9
006028860V91,475/575 4DI-CRPTO,2020,1,373,3002.55
006028860V91,475/575 4DI-CRPTO,2020,2,325,2950.34
006028860V91,475/575 4DI-CRPTO,2020,3,267,2760.04
006028860V91,475/575 4DI-CRPTO,2020,4,243,2605.2
006028860V91,475/575 4DI-CRPTO,2020,5,217,2390.36
006028860V91,475/575 4DI-CRPTO,2020,6,293,2492.22
006028860V91,475/575 4DI-CRPTO,2020,7,302,2341.38
006028860V91,475/575 4DI-CRPTO,2020,8,348,2217.0
006028860V91,475/575 4DI-CRPTO,2020,9,293,2169.56
006028860V91,475/575 4DI-CRPTO,2020,10,361,2021.76
006028860V91,475/575 4DI-CRPTO,2020,11,382,1906.42
006028860V91,475/575 4DI-CRPTO,2020,12,185,1665.59
006028860V91,475/575 4DI-CRPTO,2021,1,327,1572.87
006028860V91,475/575 4DI-CRPTO,2021,2,451,1377.68
006028860V91,475/575 4DI-CRPTO,2021,3,238,1329.67
006028860V91,475/575 4DI-CRPTO,2021,4,279,1503.88
006028860V91,475/575 4DI-CRPTO,2021,5,351,1296.2
006028860V91,475/575 4DI-CRPTO,2021,6,216,1234.65
006028860V91,475/575 4DI-CRPTO,2021,7,300,1223.17
006028860V91,475/575 4DI-CRPTO,2021,8,361,1198.17
006028860V91,475/575 4DI-CRPTO,2021,9,273,1126.23
006028860V91,475/575 4DI-CRPTO,2021,10,197,1102.35
006028860V91,475/575 4DI-CRPTO,2021,11,367,962.66
006028860V91,475/575 4DI-CRPTO,2021,12,227,923.6
006028860V91,475/575 4DI-CRPTO,2022,1,341,906.97
006028860V91,475/575 4DI-CRPTO,2022,2,464,1036.03
006028860V91,475/575 4DI-CRPTO,2022,3,440,966.99
006028860V91,475/575 4DI-CRPTO,2022,4,537,1225.18
006028860V91,475/575 4DI-CRPTO,2022,5,438,1184.87
006028860V91,475/575 4DI-CRPTO,2022,6,337,1253.13
006028860V91,475/575 4DI-CRPTO,2022,7,471,1210.33
006028860V91,475/575 4DI-CRPTO,2022,8,308,1441.05
006028860V91,475/575 4DI-CRPTO,2022,9,463,1374.81
006028860V91,475/575 4DI-CRPTO,2022,10,449,1369.29
006028860V91,475/575 4DI-CRPTO,2022,11,254,1514.21
006028860V91,475/575 4DI-CRPTO,2022,12,617,1694.87
006028860V91,475/575 4DI-CRPTO,2023,1,422,1696.38
006028860V91,475/575 4DI-CRPTO,2023,2,336,1885.04
006028860V91,475/575 4DI-CRPTO,2023,3,351,1731.77
006028860V91,475/575 4DI-CRPTO,2023,4,418,2081.39
006028860V91,475/575 4DI-CRPTO,2023,5,274,2145.05
006028860V91,475/575 4DI-CRPTO,2023,6,385,2130.44
006028860V91,475/575 4DI-CRPTO,2023,7,505,2108.8
006028860V91,475/575 4DI-CRPTO,2023,8,356,2299.64
006028860V91,475/575 4DI-CRPTO,2023,9,256,2728.76
006028860V91,475/575 4DI-CRPTO,2023,10,480,2704.51
006028860V91,475/575 4DI-CRPTO,2023,11,517,2696.22
006028860V91,475/575 4DI-CRPTO,2023,12,513,2712.18
006028860V91,475/575 4DI-CRPTO,2024,1,493,3303.91
006028860V91,475/575 4DI-CRPTO,2024,2,462,3489.76
006028860V91,475/575 4DI-CRPTO,2024,3,456,3457.56
006028860V91,475/575 4DI-CRPTO,2024,4,377,4150.2
006028860V91,475/575 4DI-CRPTO,2024,5,452,3979.31
006028860V91,475/575 4DI-CRPTO,2024,6,562,4417.24
006028860V91,475/575 4DI-CRPTO,2024,7,481,4972.29
006028860V91,475/575 4DI-CRPTO,2024,8,596,5591.29
006028860V91,475/575 4DI-CRPTO,2024,9,389,5695.42
006028860V91,475/575 4DI-CRPTO,2024,10,501,6429.72
006028860V91,475/575 4DI-CRPTO,2024,11,492,7448.66
006028860V91,475/575 4DI-CRPTO,2024,12,594,7811.72
006022009B91,Fly Wheel Swraj,2020,1,172,849.63
006022009B91,Fly Wheel Swraj,2020,2,304,873.69
006022009B91,Fly Wheel Swraj,2020,3,227,769.98
006022009B91,Fly Wheel Swraj,2020,4,217,867.91
006022009B91,Fly Wheel Swraj,2020,5,340,764.24
006022009B91,Fly Wheel Swraj,2020,6,190,718.17
006022009B91,Fly Wheel Swraj,2020,7,380,692.26
006022009B91,Fly Wheel Swraj,2020,8,333,608.03
006022009B91,Fly Wheel Swraj,2020,9,279,652.75
006022009B91,Fly Wheel Swraj,2020,10,201,589.08
006022009B91,Fly Wheel Swraj,2020,11,319,573.64
006022009B91,Fly Wheel Swraj,2020,12,276,549.6
006022009B91,Fly Wheel Swraj,2021,1,221,503.64
006022009B91,Fly Wheel Swraj,2021,2,368,487.74
006022009B91,Fly Wheel Swraj,2021,3,398,442.35
006022009B91,Fly Wheel Swraj,2021,4,263,428.56
006022009B91,Fly Wheel Swraj,2021,5,390,399.19
006022009B91,Fly Wheel Swraj,2021,6,248,382.57
006022009B91,Fly Wheel Swraj,2021,7,292,337.86
006022009B91,Fly Wheel Swraj,2021,8,334,366.84
006022009B91,Fly Wheel Swraj,2021,9,198,365.61
006022009B91,Fly Wheel Swraj,2021,10,381,307.68
006022009B91,Fly Wheel Swraj,2021,11,323,274.47
006022009B91,Fly Wheel Swraj,2021,12,295,292.42
006022009B91,Fly Wheel Swraj,2022,1,422,301.3
006022009B91,Fly Wheel Swraj,2022,2,205,308.92
006022009B91,Fly Wheel Swraj,2022,3,202,312.37
006022009B91,Fly Wheel Swraj,2022,4,453,340.47
006022009B91,Fly Wheel Swraj,2022,5,291,353.6
006022009B91,Fly Wheel Swraj,2022,6,452,381.55
006022009B91,Fly Wheel Swraj,2022,7,350,433.45
006022009B91,Fly Wheel Swraj,2022,8,475,430.1
006022009B91,Fly Wheel Swraj,2022,9,476,455.88
006022009B91,Fly Wheel Swraj,2022,10,621,474.86
006022009B91,Fly Wheel Swraj,2022,11,277,523.73
006022009B91,Fly Wheel Swraj,2022,12,485,560.74
006022009B91,Fly Wheel Swraj,2023,1,561,574.0
006022009B91,Fly Wheel Swraj,2023,2,380,539.35
006022009B91,Fly Wheel Swraj,2023,3,496,649.24
006022009B91,Fly Wheel Swraj,2023,4,449,567.36
006022009B91,Fly Wheel Swraj,2023,5,491,605.77
006022009B91,Fly Wheel Swraj,2023,6,629,644.96
006022009B91,Fly Wheel Swraj,2023,7,343,723.31
006022009B91,Fly Wheel Swraj,2023,8,488,762.4
006022009B91,Fly Wheel Swraj,2023,9,498,728.78
006022009B91,Fly Wheel Swraj,2023,10,534,866.93
006022009B91,Fly Wheel Swraj,2023,11,433,795.81
006022009B91,Fly Wheel Swraj,2023,12,534,957.34
006022009B91,Fly Wheel Swraj,2024,1,787,1011.84
006022009B91,Fly Wheel Swraj,2024,2,387,1074.0
006022009B91,Fly Wheel Swraj,2024,3,635,1145.83
006022009B91,Fly Wheel Swraj,2024,4,532,1378.59
006022009B91,Fly Wheel Swraj,2024,5,603,1292.69
006022009B91,Fly Wheel Swraj,2024,6,562,1357.72
006022009B91,Fly Wheel Swraj,2024,7,572,1680.17
006022009B91,Fly Wheel Swraj,2024,8,693,1719.17
006022009B91,Fly Wheel Swraj,2024,9,401,1804.99
006022009B91,Fly Wheel Swraj,2024,10,595,1885.96
006022009B91,Fly Wheel Swraj,2024,11,588,2317.68
006022009B91,Fly Wheel Swraj,2024,12,545,2462.8
007903649B1,HUB(CRE),2020,1,239,602.96
007903649B1,HUB(CRE),2020,2,392,510.27
007903649B1,HUB(CRE),2020,3,420,528.96
007903649B1,HUB(CRE),2020,4,322,539.78
007903649B1,HUB(CRE),2020,5,330,465.66
007903649B1,HUB(CRE),2020,6,382,474.29
007903649B1,HUB(CRE),2020,7,368,420.39
007903649B1,HUB(CRE),2020,8,274,429.69
007903649B1,HUB(CRE),2020,9,286,384.48
007903649B1,HUB(CRE),2020,10,299,347.41
007903649B1,HUB(CRE),2020,11,364,366.32
007903649B1,HUB(CRE),2020,12,354,349.61
007903649B1,HUB(CRE),2021,1,233,333.97
007903649B1,HUB(CRE),2021,2,345,275.96
007903649B1,HUB(CRE),2021,3,221,290.19
007903649B1,HUB(CRE),2021,4,348,271.16
007903649B1,HUB(CRE),2021,5,291,264.61
007903649B1,HUB(CRE),2021,6,247,228.39
007903649B1,HUB(CRE),2021,7,209,255.66
007903649B1,HUB(CRE),2021,8,219,227.34
007903649B1,HUB(CRE),2021,9,226,216.14
007903649B1,HUB(CRE),2021,10,243,184.31
007903649B1,HUB(CRE),2021,11,319,178.52
007903649B1,HUB(CRE),2021,12,399,171.58
007903649B1,HUB(CRE),2022,1,591,179.55
007903649B1,HUB(CRE),2022,2,171,203.53
007903649B1,HUB(CRE),2022,3,591,203.23
007903649B1,HUB(CRE),2022,4,630,234.57
007903649B1,HUB(CRE),2022,5,419,220.4
